card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_palette
DELTA-978,DELTA,5,Pyrxis,Mechanical,Wind,PROTOCOL DIVISION,3384,267,55,40,256,Squall Boost,Squall Zenith,Squall Charge,Breeze Apotheosis,Squall Cleanse,Zephyr Barrage,Breeze Onslaught,Draft Drain,Squall Drain,Unit Pyrxis deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Wind.,DELTA-978_Pyrxis_idle.png,ID.6315|ID.5127|ID.7798,"[16, 31, 142]"
DELTA-979,DELTA,5,Xenmire,Viral,Plasma,INFECTION VECTOR,3575,341,52,45,191,Nebula Charge,Nebula Suppress,Flux Stun,Nebula Charge,Solar Zenith,Star Overdrive,Nebula Shield,Star Barrage,Flux Restore,Strain Xenmire breaches containment. Plasma-mutation sequence active. Quarantine failed.,DELTA-979_Xenmire_idle.png,ID.4966|ID.3881|ID.9562,"[227, 116, 134]"
DELTA-980,DELTA,5,Thalkros,Mechanical,Earth,GEAR SECT,3086,234,49,49,233,Quake Cleanse,Quake Empower,Fissure Rush,Stone Bind,Mountain Apotheosis,Quake Overdrive,Stone Rush,Stone Silence,Fissure Onslaught,Unit Thalkros deployed from IRON CORTEX. Core temperature stable. Elemental sync: Earth.,DELTA-980_Thalkros_idle.png,ID.9182|ID.9850|ID.6773,"[138, 133, 212]"
EPSILON-1601,EPSILON,6,Wyneth,Demonic,Poison,BRIMSTONE CELL,2168,231,39,36,175,Venom Cataclysm,Contagion Apotheosis,Blight Silence,Venom Restore,Plague Cleanse,Blight Barrage,Plague Slam,Contagion Slam,Plague Suppress,Wyneth claws forth from the ABYSSAL CABAL. Poison burns in its wake.,EPSILON-1601_Wyneth_idle.png,ID.5014|ID.4533|ID.3679,"[6, 71, 119]"
EPSILON-1602,EPSILON,6,Torzire,Angelic,Light,HALO CORE,2610,197,41,39,207,Solar Rush,Dawn Lock,Solar Ward,Dawn Boost,Solar Catalyst,Radiance Strike,Radiance Lock,Lumen Overdrive,Prism Rush,Torzire descends from the CELESTIAL ORDER. Light radiance shields the faithful.,EPSILON-1602_Torzire_idle.png,ID.1585|ID.1814|ID.8456,"[171, 29, 242]"
EPSILON-1603,EPSILON,6,Celen,Angelic,Fire,LUMINA SECT,2582,239,33,45,236,Ignite Boost,Ignite Drain,Blaze Overdrive,Combust Shield,Ember Apotheosis,Blaze Rush,Inferno Stun,Ignite Slam,Scorch Onslaught,Celen descends from the HALO CORE. Fire radiance shields the faithful.,EPSILON-1603_Celen_idle.png,ID.1280|ID.8815|ID.5818,"[197, 89, 162]"
EPSILON-1604,EPSILON,6,Kryen,Viral,Ice,ROT CLUSTER,2594,216,35,32,223,Freeze Apotheosis,Chill Bind,Frost Cleanse,Frost Barrage,Glacier Ward,Hail Slam,Chill Lock,Hail Onslaught,Chill Overdrive,Strain Kryen breaches containment. Ice-mutation sequence active. Quarantine failed.,EPSILON-1604_Kryen_idle.png,ID.4581|ID.5576|ID.6661,"[243, 237, 26]"
EPSILON-1605,EPSILON,6,NetherZane,Demonic,Dark,BRIMSTONE CELL,2920,269,41,48,252,Eclipse Silence,Night Shield,Eclipse Boost,Night Lock,Eclipse Rush,Shadow Barrage,Eclipse Overdrive,Void Rush,Void Overdrive,NetherZane claws forth from the PANDEMONIUM NET. Dark burns in its wake.,EPSILON-1605_NetherZane_idle.png,ID.6677|ID.2624|ID.8457,"[189, 94, 12]"
EPSILON-1606,EPSILON,6,SynapticVek,Viral,Water,PHAGE CELL,3110,199,39,40,216,Tide Apotheosis,Abyss Rush,Abyss Stun,Tide Ward,Tide Zenith,Tide Bind,Current Barrage,Tide Charge,Tide Cleanse,Strain SynapticVek breaches containment. Water-mutation sequence active. Quarantine failed.,EPSILON-1606_SynapticVek_idle.png,ID.4500|ID.1851|ID.5013,"[55, 205, 106]"
EPSILON-1607,EPSILON,6,Pyrael,Angelic,Void,LUMINA SECT,2482,222,42,37,196,Abyss Strike,Abyss Empower,Erase Terminus,Erase Rush,Abyss Slam,Zero Stun,Null Catalyst,Zero Stun,Erase Boost,Pyrael descends from the CELESTIAL ORDER. Void radiance shields the faithful.,EPSILON-1607_Pyrael_idle.png,ID.3278|ID.1588|ID.5192,"[168, 15, 253]"
EPSILON-1608,EPSILON,6,Aermorn,Mechanical,Crystal,SYNTHETIC NETWORK,2250,205,42,40,169,Geode Zenith,Shard Shield,Prism Strike,Prism Stun,Gem Onslaught,Facet Shield,Facet Overdrive,Geode Stun,Geode Barrage,Unit Aermorn deployed from IRON CORTEX. Core temperature stable. Elemental sync: Crystal.,EPSILON-1608_Aermorn_idle.png,ID.9300|ID.7766|ID.6206,"[229, 9, 143]"
EPSILON-1609,EPSILON,6,Fenon,Demonic,Gravity,PANDEMONIUM NET,2633,261,43,47,177,Crush Slam,Pull Cataclysm,Mass Stun,Anchor Stun,Singularity Charge,Mass Shield,Pull Onslaught,Anchor Cataclysm,Singularity Cleanse,Fenon claws forth from the VOID CULT. Gravity burns in its wake.,EPSILON-1609_Fenon_idle.png,ID.4934|ID.8592|ID.2736,"[80, 166, 117]"
EPSILON-1610,EPSILON,6,Vex Sentinel,Angelic,Plasma,CELESTIAL ORDER,2454,193,36,45,206,Solar Rush,Nebula Slam,Flux Apotheosis,Ion Cleanse,Solar Overdrive,Flux Restore,Flux Strike,Solar Lock,Fusion Bind,Vex Sentinel descends from the LUMINA SECT. Plasma radiance shields the faithful.,EPSILON-1610_Vex_Sentinel_idle.png,ID.1695|ID.8844|ID.9583,"[197, 132, 12]"
EPSILON-1611,EPSILON,6,Thalgon,Mechanical,Gravity,SYNTHETIC NETWORK,3107,209,33,38,247,Weight Onslaught,Anchor Ward,Pull Drain,Pull Empower,Crush Zenith,Singularity Slam,Pull Slam,Anchor Zenith,Singularity Stun,Unit Thalgon deployed from GEAR SECT. Core temperature stable. Elemental sync: Gravity.,EPSILON-1611_Thalgon_idle.png,ID.7678|ID.6585|ID.5913,"[183, 137, 217]"
EPSILON-1612,EPSILON,6,Ishpher,Mechanical,Water,GEAR SECT,3120,190,42,33,169,Tide Boost,Tide Strike,Current Empower,Depth Catalyst,Current Strike,Torrent Suppress,Tide Apotheosis,Surge Onslaught,Torrent Lock,Unit Ishpher deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Water.,EPSILON-1612_Ishpher_idle.png,ID.3797|ID.9869|ID.6892,"[195, 232, 203]"
EPSILON-1613,EPSILON,6,Vexiel,Demonic,Time,ABYSSAL CABAL,2295,205,45,47,258,Era Drain,Era Rush,Epoch Empower,Epoch Cataclysm,Shift Rush,Era Cataclysm,Loop Cleanse,Chrono Rush,Paradox Bind,Vexiel claws forth from the PANDEMONIUM NET. Time burns in its wake.,EPSILON-1613_Vexiel_idle.png,ID.7858|ID.8380|ID.3849,"[194, 60, 119]"
EPSILON-1614,EPSILON,6,Vorn Fiend,Demonic,Lightning,PANDEMONIUM NET,2248,276,33,47,166,Spark Charge,Thunder Ward,Thunder Slam,Arc Terminus,Surge Suppress,Volt Bind,Spark Apotheosis,Arc Barrage,Surge Restore,Vorn Fiend claws forth from the ABYSSAL CABAL. Lightning burns in its wake.,EPSILON-1614_Vorn_Fiend_idle.png,ID.3963|ID.2140|ID.1876,"[135, 236, 102]"
EPSILON-1615,EPSILON,6,Nir Host,Viral,Blood,INFECTION VECTOR,2561,226,36,39,130,Pulse Slam,Pulse Empower,Hemorrhage Slam,Sanguine Catalyst,Pulse Stun,Sanguine Strike,Hemorrhage Bind,Pulse Catalyst,Vein Shield,Strain Nir Host breaches containment. Blood-mutation sequence active. Quarantine failed.,EPSILON-1615_Nir_Host_idle.png,ID.2565|ID.4092|ID.1380,"[57, 154, 175]"
EPSILON-1616,EPSILON,6,LunarDune,Viral,Wind,ROT CLUSTER,2005,235,35,45,259,Cyclone Bind,Cyclone Overdrive,Squall Restore,Draft Strike,Cyclone Rush,Zephyr Catalyst,Draft Ward,Gale Strike,Gale Bind,Strain LunarDune breaches containment. Wind-mutation sequence active. Quarantine failed.,EPSILON-1616_LunarDune_idle.png,ID.4783|ID.7861|ID.9751,"[148, 245, 186]"
EPSILON-1617,EPSILON,6,Dravek,Demonic,Gravity,PANDEMONIUM NET,3046,202,40,41,143,Pull Strike,Pull Lock,Pull Overdrive,Weight Restore,Singularity Overdrive,Crush Lock,Pull Strike,Anchor Slam,Mass Restore,Dravek claws forth from the PANDEMONIUM NET. Gravity burns in its wake.,EPSILON-1617_Dravek_idle.png,ID.7902|ID.5920|ID.5746,"[54, 53, 233]"
EPSILON-1618,EPSILON,6,Ophan,Viral,Time,ROT CLUSTER,2390,253,37,43,194,Shift Stun,Loop Rush,Era Empower,Shift Silence,Paradox Terminus,Era Apotheosis,Shift Charge,Chrono Charge,Epoch Empower,Strain Ophan breaches containment. Time-mutation sequence active. Quarantine failed.,EPSILON-1618_Ophan_idle.png,ID.7199|ID.6880|ID.6035,"[143, 214, 165]"
EPSILON-1619,EPSILON,6,Lor Archon,Angelic,Plasma,HALO CORE,3177,187,32,48,204,Solar Barrage,Star Bind,Star Charge,Fusion Apotheosis,Ion Onslaught,Solar Zenith,Ion Empower,Nebula Shield,Ion Bind,Lor Archon descends from the ASTRUM DIVISION. Plasma radiance shields the faithful.,EPSILON-1619_Lor_Archon_idle.png,ID.9326|ID.9654|ID.1990,"[65, 161, 156]"
EPSILON-1620,EPSILON,6,AstralSion,Angelic,Earth,LUMINA SECT,3016,169,45,48,197,Core Onslaught,Mountain Ward,Terra Rush,Stone Slam,Mountain Drain,Terra Cataclysm,Terra Shield,Quake Catalyst,Mountain Stun,AstralSion descends from the ASTRUM DIVISION. Earth radiance shields the faithful.,EPSILON-1620_AstralSion_idle.png,ID.9727|ID.4510|ID.2932,"[134, 253, 37]"
EPSILON-1621,EPSILON,6,Jormion,Mechanical,Earth,PROTOCOL DIVISION,2292,206,37,42,203,Mountain Slam,Terra Boost,Core Shield,Terra Stun,Fissure Catalyst,Stone Barrage,Quake Strike,Fissure Cataclysm,Terra Bind,Unit Jormion deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Earth.,EPSILON-1621_Jormion_idle.png,ID.4931|ID.1050|ID.5603,"[87, 29, 182]"
EPSILON-1622,EPSILON,6,Ryxun,Angelic,Earth,ASTRUM DIVISION,2929,170,31,44,247,Stone Strike,Stone Zenith,Mountain Rush,Quake Empower,Stone Suppress,Core Barrage,Terra Zenith,Quake Stun,Quake Ward,Ryxun descends from the CELESTIAL ORDER. Earth radiance shields the faithful.,EPSILON-1622_Ryxun_idle.png,ID.5455|ID.7545|ID.2300,"[206, 194, 207]"
EPSILON-1623,EPSILON,6,Xalis,Mechanical,Nature,IRON CORTEX,2475,245,41,38,168,Canopy Cataclysm,Spore Strike,Root Barrage,Canopy Cataclysm,Spore Stun,Vine Onslaught,Root Empower,Root Shield,Root Stun,Unit Xalis deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Nature.,EPSILON-1623_Xalis_idle.png,ID.9804|ID.1986|ID.3724,"[110, 165, 52]"
EPSILON-1624,EPSILON,6,Ophir,Mechanical,Nature,IRON CORTEX,2136,218,34,38,258,Canopy Suppress,Root Rush,Vine Stun,Spore Strike,Root Slam,Vine Shield,Root Overdrive,Canopy Catalyst,Canopy Restore,Unit Ophir deployed from GEAR SECT. Core temperature stable. Elemental sync: Nature.,EPSILON-1624_Ophir_idle.png,ID.7524|ID.6737|ID.2680,"[158, 141, 212]"
EPSILON-1625,EPSILON,6,Thalvire,Mechanical,Time,IRON CORTEX,2825,241,44,48,194,Paradox Rush,Era Cataclysm,Paradox Stun,Chrono Cleanse,Chrono Barrage,Era Cataclysm,Era Rush,Chrono Lock,Chrono Restore,Unit Thalvire deployed from IRON CORTEX. Core temperature stable. Elemental sync: Time.,EPSILON-1625_Thalvire_idle.png,ID.1302|ID.2524|ID.2687,"[65, 241, 253]"
EPSILON-1626,EPSILON,6,Ulrzire,Demonic,Metal,VOID CULT,2104,202,37,37,246,Titan Restore,Alloy Onslaught,Titan Cataclysm,Alloy Stun,Forge Strike,Steel Boost,Forge Stun,Forge Onslaught,Plate Terminus,Ulrzire claws forth from the BRIMSTONE CELL. Metal burns in its wake.,EPSILON-1626_Ulrzire_idle.png,ID.7497|ID.5561|ID.8778,"[18, 243, 228]"
EPSILON-1627,EPSILON,6,Morn Unit,Mechanical,Nature,GEAR SECT,2084,271,43,42,234,Canopy Slam,Bloom Cleanse,Vine Cleanse,Canopy Cataclysm,Vine Silence,Spore Onslaught,Canopy Suppress,Spore Cataclysm,Root Charge,Unit Morn Unit deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Nature.,EPSILON-1627_Morn_Unit_idle.png,ID.2731|ID.3297|ID.6620,"[168, 223, 118]"
EPSILON-1628,EPSILON,6,CelestialVorn,Viral,Poison,ROT CLUSTER,2560,204,45,50,156,Contagion Cataclysm,Toxin Restore,Plague Bind,Miasma Strike,Venom Suppress,Miasma Onslaught,Miasma Slam,Miasma Shield,Miasma Cataclysm,Strain CelestialVorn breaches containment. Poison-mutation sequence active. Quarantine failed.,EPSILON-1628_CelestialVorn_idle.png,ID.6839|ID.2333|ID.2174,"[39, 154, 195]"
EPSILON-1629,EPSILON,6,Zepkros,Demonic,Earth,VOID CULT,2952,251,37,46,196,Mountain Rush,Stone Catalyst,Mountain Overdrive,Fissure Restore,Mountain Silence,Quake Slam,Terra Rush,Core Stun,Core Restore,Zepkros claws forth from the PANDEMONIUM NET. Earth burns in its wake.,EPSILON-1629_Zepkros_idle.png,ID.9124|ID.2079|ID.3984,"[166, 139, 21]"
EPSILON-1630,EPSILON,6,QuantumRios,Viral,Lightning,PHAGE CELL,2396,210,33,47,221,Thunder Cleanse,Arc Cataclysm,Volt Stun,Arc Rush,Static Rush,Static Bind,Arc Cleanse,Spark Rush,Arc Catalyst,Strain QuantumRios breaches containment. Lightning-mutation sequence active. Quarantine failed.,EPSILON-1630_QuantumRios_idle.png,ID.3648|ID.3230|ID.2616,"[127, 255, 176]"
EPSILON-1631,EPSILON,6,Gorael,Mechanical,Crystal,IRON CORTEX,2134,270,41,34,196,Gem Catalyst,Gem Onslaught,Geode Barrage,Prism Lock,Facet Overdrive,Gem Strike,Shard Cleanse,Gem Stun,Geode Cleanse,Unit Gorael deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Crystal.,EPSILON-1631_Gorael_idle.png,ID.7241|ID.5084|ID.1085,"[95, 80, 27]"
EPSILON-1632,EPSILON,6,Jornax,Demonic,Time,BRIMSTONE CELL,3042,219,42,37,157,Epoch Slam,Loop Overdrive,Era Shield,Paradox Strike,Chrono Restore,Era Barrage,Era Silence,Epoch Drain,Epoch Catalyst,Jornax claws forth from the VOID CULT. Time burns in its wake.,EPSILON-1632_Jornax_idle.png,ID.5840|ID.6001|ID.7409,"[217, 206, 27]"
EPSILON-1633,EPSILON,6,SynapticDros,Angelic,Dark,LUMINA SECT,2495,195,40,41,236,Eclipse Slam,Abyss Overdrive,Umbra Lock,Eclipse Terminus,Eclipse Suppress,Umbra Boost,Abyss Slam,Eclipse Slam,Abyss Cleanse,SynapticDros descends from the ASTRUM DIVISION. Dark radiance shields the faithful.,EPSILON-1633_SynapticDros_idle.png,ID.4106|ID.2552|ID.6444,"[169, 147, 23]"
EPSILON-1634,EPSILON,6,Vex Unit,Mechanical,Metal,IRON CORTEX,2375,240,33,45,220,Plate Charge,Alloy Restore,Iron Terminus,Titan Ward,Iron Suppress,Alloy Onslaught,Titan Catalyst,Plate Charge,Steel Bind,Unit Vex Unit deployed from IRON CORTEX. Core temperature stable. Elemental sync: Metal.,EPSILON-1634_Vex_Unit_idle.png,ID.6085|ID.5822|ID.3170,"[15, 8, 112]"
EPSILON-1635,EPSILON,6,SolarVion,Mechanical,Metal,SYNTHETIC NETWORK,2461,202,40,39,245,Plate Barrage,Titan Zenith,Forge Strike,Forge Restore,Alloy Drain,Alloy Suppress,Iron Terminus,Alloy Onslaught,Plate Shield,Unit SolarVion deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Metal.,EPSILON-1635_SolarVion_idle.png,ID.3532|ID.6648|ID.7470,"[172, 26, 53]"
EPSILON-1636,EPSILON,6,Nyxeth,Mechanical,Earth,PROTOCOL DIVISION,2780,225,36,32,177,Fissure Cleanse,Mountain Restore,Core Charge,Terra Silence,Quake Apotheosis,Quake Charge,Terra Lock,Quake Apotheosis,Quake Charge,Unit Nyxeth deployed from GEAR SECT. Core temperature stable. Elemental sync: Earth.,EPSILON-1636_Nyxeth_idle.png,ID.4063|ID.6623|ID.2532,"[241, 44, 142]"
EPSILON-1637,EPSILON,6,EternalKale,Viral,Poison,ROT CLUSTER,2664,279,45,41,159,Venom Zenith,Miasma Ward,Blight Strike,Venom Catalyst,Toxin Boost,Contagion Silence,Plague Lock,Blight Onslaught,Toxin Barrage,Strain EternalKale breaches containment. Poison-mutation sequence active. Quarantine failed.,EPSILON-1637_EternalKale_idle.png,ID.9765|ID.3793|ID.8518,"[211, 242, 190]"
EPSILON-1638,EPSILON,6,Mir Guardian,Angelic,Time,ASTRUM DIVISION,2492,173,30,42,238,Epoch Silence,Loop Charge,Paradox Cleanse,Shift Onslaught,Loop Empower,Chrono Lock,Epoch Cataclysm,Era Strike,Loop Zenith,Mir Guardian descends from the ASTRUM DIVISION. Time radiance shields the faithful.,EPSILON-1638_Mir_Guardian_idle.png,ID.6102|ID.3198|ID.2641,"[54, 103, 178]"
EPSILON-1639,EPSILON,6,QuantumSol,Angelic,Crystal,CELESTIAL ORDER,3071,243,45,41,164,Shard Cataclysm,Shard Slam,Prism Empower,Shard Zenith,Geode Cleanse,Geode Strike,Prism Slam,Gem Bind,Geode Suppress,QuantumSol descends from the ASTRUM DIVISION. Crystal radiance shields the faithful.,EPSILON-1639_QuantumSol_idle.png,ID.3830|ID.8047|ID.5986,"[141, 246, 195]"
EPSILON-1640,EPSILON,6,Helthar,Viral,Blood,INFECTION VECTOR,2403,239,41,38,248,Sanguine Zenith,Vein Strike,Pulse Onslaught,Pulse Boost,Pulse Rush,Vein Drain,Sanguine Cataclysm,Crimson Shield,Hemorrhage Lock,Strain Helthar breaches containment. Blood-mutation sequence active. Quarantine failed.,EPSILON-1640_Helthar_idle.png,ID.7856|ID.4566|ID.9142,"[42, 230, 97]"
EPSILON-1641,EPSILON,6,Vexthar,Viral,Fire,PHAGE CELL,2097,195,35,42,255,Combust Shield,Blaze Suppress,Ignite Cataclysm,Ember Terminus,Blaze Rush,Ember Charge,Ember Suppress,Combust Rush,Ember Ward,Strain Vexthar breaches containment. Fire-mutation sequence active. Quarantine failed.,EPSILON-1641_Vexthar_idle.png,ID.3243|ID.5267|ID.4219,"[233, 162, 159]"
EPSILON-1642,EPSILON,6,Xalael,Viral,Water,PHAGE CELL,2118,248,44,48,151,Current Drain,Torrent Slam,Surge Cataclysm,Surge Slam,Tide Boost,Torrent Stun,Tide Rush,Abyss Empower,Depth Apotheosis,Strain Xalael breaches containment. Water-mutation sequence active. Quarantine failed.,EPSILON-1642_Xalael_idle.png,ID.7996|ID.7212|ID.8675,"[2, 75, 29]"
EPSILON-1643,EPSILON,6,VoidVax,Angelic,Crystal,CELESTIAL ORDER,2595,277,34,43,181,Shard Zenith,Facet Terminus,Geode Strike,Geode Bind,Shard Slam,Facet Boost,Lattice Barrage,Geode Shield,Prism Stun,VoidVax descends from the ASTRUM DIVISION. Crystal radiance shields the faithful.,EPSILON-1643_VoidVax_idle.png,ID.5439|ID.2576|ID.6898,"[171, 186, 216]"
EPSILON-1644,EPSILON,6,Vire Archon,Angelic,Dark,HALO CORE,2963,235,42,42,168,Shadow Overdrive,Night Boost,Night Slam,Eclipse Empower,Night Onslaught,Night Suppress,Shadow Strike,Night Suppress,Umbra Overdrive,Vire Archon descends from the ASTRUM DIVISION. Dark radiance shields the faithful.,EPSILON-1644_Vire_Archon_idle.png,ID.9357|ID.4614|ID.7041,"[15, 219, 224]"
EPSILON-1645,EPSILON,6,Ravael,Mechanical,Blood,IRON CORTEX,2681,185,38,37,176,Vein Restore,Crimson Apotheosis,Pulse Slam,Crimson Barrage,Vital Drain,Vital Onslaught,Vital Silence,Sanguine Catalyst,Vital Boost,Unit Ravael deployed from GEAR SECT. Core temperature stable. Elemental sync: Blood.,EPSILON-1645_Ravael_idle.png,ID.9243|ID.6400|ID.5778,"[112, 166, 218]"
EPSILON-1646,EPSILON,6,Joris,Viral,Gravity,PHAGE CELL,2259,244,36,45,220,Crush Onslaught,Crush Charge,Anchor Bind,Mass Silence,Singularity Apotheosis,Crush Boost,Singularity Cleanse,Pull Apotheosis,Weight Slam,Strain Joris breaches containment. Gravity-mutation sequence active. Quarantine failed.,EPSILON-1646_Joris_idle.png,ID.5964|ID.4129|ID.5434,"[128, 84, 14]"
EPSILON-1647,EPSILON,6,Helsion,Viral,Time,PHAGE CELL,2076,199,44,50,253,Chrono Cleanse,Loop Suppress,Era Zenith,Chrono Cataclysm,Loop Onslaught,Era Stun,Paradox Barrage,Paradox Barrage,Era Restore,Strain Helsion breaches containment. Time-mutation sequence active. Quarantine failed.,EPSILON-1647_Helsion_idle.png,ID.3140|ID.6240|ID.5741,"[85, 180, 217]"
EPSILON-1648,EPSILON,6,NetherVax,Angelic,Lightning,CELESTIAL ORDER,2893,256,39,46,197,Surge Strike,Thunder Terminus,Static Cataclysm,Volt Bind,Static Rush,Arc Rush,Arc Cleanse,Thunder Lock,Static Shield,NetherVax descends from the HALO CORE. Lightning radiance shields the faithful.,EPSILON-1648_NetherVax_idle.png,ID.9067|ID.4092|ID.2620,"[212, 208, 42]"
EPSILON-1649,EPSILON,6,DigitalVire,Mechanical,Dark,GEAR SECT,3131,188,45,41,203,Eclipse Strike,Umbra Cataclysm,Eclipse Restore,Shadow Lock,Abyss Onslaught,Umbra Stun,Shadow Restore,Shadow Onslaught,Abyss Apotheosis,Unit DigitalVire deployed from IRON CORTEX. Core temperature stable. Elemental sync: Dark.,EPSILON-1649_DigitalVire_idle.png,ID.6689|ID.6728|ID.3241,"[90, 103, 60]"
EPSILON-1650,EPSILON,6,EtherealXel,Demonic,Sound,ABYSSAL CABAL,2674,267,39,32,256,Echo Restore,Echo Terminus,Echo Terminus,Resonance Stun,Echo Slam,Tone Rush,Frequency Boost,Resonance Barrage,Echo Lock,EtherealXel claws forth from the ABYSSAL CABAL. Sound burns in its wake.,EPSILON-1650_EtherealXel_idle.png,ID.9516|ID.9932|ID.4208,"[97, 89, 122]"
EPSILON-1651,EPSILON,6,NeuralDris,Mechanical,Earth,PROTOCOL DIVISION,2379,246,44,48,174,Terra Strike,Mountain Cataclysm,Core Charge,Core Restore,Quake Slam,Terra Stun,Stone Catalyst,Stone Silence,Terra Ward,Unit NeuralDris deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Earth.,EPSILON-1651_NeuralDris_idle.png,ID.6613|ID.4267|ID.8657,"[161, 131, 251]"
EPSILON-1652,EPSILON,6,Xalzane,Angelic,Dark,CELESTIAL ORDER,3074,195,33,38,255,Void Ward,Abyss Terminus,Shadow Drain,Void Barrage,Shadow Charge,Night Silence,Abyss Shield,Eclipse Barrage,Void Overdrive,Xalzane descends from the CELESTIAL ORDER. Dark radiance shields the faithful.,EPSILON-1652_Xalzane_idle.png,ID.8509|ID.2075|ID.1025,"[102, 184, 111]"
EPSILON-1653,EPSILON,6,StellarVex,Angelic,Earth,CELESTIAL ORDER,2372,194,34,48,251,Terra Terminus,Terra Suppress,Mountain Onslaught,Quake Rush,Mountain Ward,Fissure Terminus,Mountain Boost,Core Strike,Core Bind,StellarVex descends from the ASTRUM DIVISION. Earth radiance shields the faithful.,EPSILON-1653_StellarVex_idle.png,ID.5390|ID.9963|ID.8785,"[40, 200, 117]"
EPSILON-1654,EPSILON,6,EternalVex,Demonic,Time,VOID CULT,2636,234,43,40,162,Era Strike,Loop Drain,Loop Ward,Era Overdrive,Epoch Apotheosis,Era Stun,Paradox Onslaught,Shift Restore,Chrono Rush,EternalVex claws forth from the PANDEMONIUM NET. Time burns in its wake.,EPSILON-1654_EternalVex_idle.png,ID.9654|ID.8449|ID.3944,"[236, 205, 83]"
EPSILON-1655,EPSILON,6,Lyril,Angelic,Poison,HALO CORE,2723,190,33,45,192,Contagion Onslaught,Blight Rush,Toxin Onslaught,Contagion Shield,Contagion Bind,Plague Overdrive,Miasma Catalyst,Miasma Ward,Contagion Lock,Lyril descends from the ASTRUM DIVISION. Poison radiance shields the faithful.,EPSILON-1655_Lyril_idle.png,ID.5952|ID.8454|ID.2017,"[155, 95, 29]"
EPSILON-1656,EPSILON,6,Fenmorn,Mechanical,Crystal,PROTOCOL DIVISION,2937,235,35,40,209,Geode Bind,Shard Cleanse,Facet Terminus,Gem Charge,Prism Strike,Geode Suppress,Shard Rush,Lattice Overdrive,Gem Ward,Unit Fenmorn deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Crystal.,EPSILON-1656_Fenmorn_idle.png,ID.8255|ID.8470|ID.8051,"[252, 25, 201]"
EPSILON-1657,EPSILON,6,Nyxael,Angelic,Ice,HALO CORE,2863,244,44,47,173,Freeze Apotheosis,Freeze Catalyst,Crystal Cleanse,Chill Barrage,Glacier Barrage,Glacier Barrage,Hail Restore,Crystal Drain,Crystal Silence,Nyxael descends from the HALO CORE. Ice radiance shields the faithful.,EPSILON-1657_Nyxael_idle.png,ID.6166|ID.9514|ID.6979,"[163, 220, 247]"
EPSILON-1658,EPSILON,6,Solis,Angelic,Blood,HALO CORE,3092,194,44,49,259,Hemorrhage Silence,Vein Restore,Hemorrhage Lock,Sanguine Ward,Crimson Terminus,Pulse Rush,Pulse Barrage,Vein Rush,Hemorrhage Overdrive,Solis descends from the HALO CORE. Blood radiance shields the faithful.,EPSILON-1658_Solis_idle.png,ID.4939|ID.7327|ID.5440,"[59, 114, 180]"
